,보증금액,월세금액,관리금액,권리금,층,면적
1,1000,60,3,1500,1,23.14
2,5000,175,0,10000,1,19.83
4,1000,75,0,2800,1,33.06
5,2000,120,5,2000,1,49.59
7,5000,300,0,2000,1,109.09
8,1500,130,10,0,2,66.1
9,1500,127,10,6000,1,69.42
10,5000,290,0,0,1,60.0
11,5000,250,7,19000,1,72.73
14,500,60,0,300,1,33.06
15,3000,170,10,3000,1,46.28
16,1000,90,0,5000,1,33.06
17,1000,80,0,2000,1,33.06
18,3000,190,1,5000,1,46.28
19,1500,130,0,13500,1,36.36
20,2000,150,10,5000,1,56.2
22,2000,120,5,2000,1,29.8
23,3000,150,10,8000,1,39.67
26,3000,160,36,7000,2,55.0
27,1000,90,2,5000,1,30.0
28,6000,340,40,1200,1,82.64
29,3000,220,10,4000,1,69.42
30,2000,150,0,10000,1,95.0
31,1000,100,2,4000,1,16.53
32,2000,160,0,5000,1,29.75
33,6000,300,0,10000,1,36.36
34,1000,70,0,10000,1,26.45
35,1000,80,6,1000,1,49.59
36,1000,100,0,5000,1,33.06
37,1000,70,3,4500,1,46.28
38,4000,350,0,0,2,160.0
39,2000,160,3,10000,1,63.93
40,3500,189,0,9500,1,23.14
41,3000,160,20,0,1,51.5
42,2000,170,10,1450,1,33.1
43,3000,190,0,3000,2,59.5
44,1500,150,0,4000,1,88.02
45,300,59,0,13000,1,29.75
46,6000,230,0,12000,1,132.23
47,5000,280,7,17000,1,73.54
50,2000,135,5,7500,1,59.5
52,4000,330,0,0,1,66.1
54,2000,180,0,5000,1,50.0
56,1000,150,15,15000,1,115.7
57,3000,130,5,2500,1,29.75
58,3000,110,0,5000,1,82.64
59,2000,150,1,2500,1,49.59
60,2000,120,3,3500,1,84.0
61,6000,550,0,0,1,174.0
62,2000,150,0,3000,-1,46.94
63,2000,80,10,9000,1,26.45
66,1500,65,0,3500,1,40.0
67,2000,120,0,8000,1,59.5
68,2000,55,0,3000,1,46.28
69,6000,500,0,4000,1,132.2
70,500,40,0,2000,1,19.83
71,5000,250,15,0,1,66.12
72,1000,120,15,2500,1,26.45
73,5000,270,0,18000,1,56.2
74,2000,80,0,8000,1,49.59
75,1000,50,0,4000,1,33.06
77,1000,100,0,3500,1,33.06
79,2500,252,31,0,1,66.1
80,4000,225,50,11000,1,42.98
81,2000,200,0,10000,2,79.34
82,9200,920,60,0,1,113.7
83,1000,60,3,1000,1,18.45
84,3000,270,11,0,1,77.0
85,4000,350,30,0,1,72.7
86,1500,170,0,3200,1,29.8
88,2000,120,0,18000,1,92.56
89,500,90,0,3000,1,26.45
90,2000,100,0,1200,1,16.53
92,3000,170,15,0,2,43.0
93,2000,220,0,16000,1,39.67
94,4000,190,20,10000,1,76.03
95,1000,121,0,10000,1,19.83
96,2000,190,4,6000,1,26.45
97,1100,90,0,3000,1,23.14
98,2000,200,20,5000,1,59.5
99,5000,450,20,0,1,105.8
100,2000,170,20,5000,1,33.1
101,2000,130,35,15000,1,39.27
102,500,35,0,1200,1,19.83
103,3000,280,10,3500,1,55.02
104,3000,200,0,4000,1,33.1
105,500,50,0,350,1,21.65
106,3000,150,0,7000,1,109.09
107,2000,100,7,1000,1,46.28
108,1000,80,10,0,1,15.16
109,2000,170,3,8000,1,76.03
111,3000,180,0,6000,1,62.81
112,5500,650,100,6000,1,132.23
113,2000,80,10,8000,1,56.2
114,3500,168,0,18000,1,92.56
116,2000,106,0,1000,1,92.56
117,3000,300,100,12000,-1,56.2
118,5000,350,0,15000,1,72.73
120,5000,300,1,15000,1,60.0
121,2000,120,24,3500,1,49.59
122,3000,300,45,15000,1,33.0
123,2500,140,0,15000,1,42.98
124,3000,190,5,4000,1,82.64
125,2000,40,0,5000,1,33.06
127,1500,200,15,5000,1,33.06
128,6000,250,0,9000,1,42.98
129,5000,350,40,0,1,117.1
130,1000,70,7,5000,-1,119.01
131,3000,350,0,0,1,89.19
132,3000,230,30,12000,1,39.67
133,5000,300,0,5000,1,49.59
135,2000,80,0,3500,1,42.93
136,0,0,40,0,-1,13.22
138,3000,200,15,8000,-1,277.69
139,1800,100,0,3000,1,16.53
141,6000,500,0,10000,1,152.07
142,5000,350,10,1500,1,110.4
144,4000,190,10,3500,1,49.59
145,6000,485,0,0,1,43.0
146,3500,300,10,0,1,56.2
147,500,40,0,2500,1,16.53
149,2000,130,0,5300,1,26.4
150,5000,250,5,15000,1,102.48
151,5000,300,100,10000,-1,99.17
152,1000,75,20,3000,-1,21.05
153,830,70,25,5170,-1,19.83
155,1500,45,0,2000,-1,33.06
156,3000,270,30,2000,1,69.51
157,1500,80,1,1600,1,23.14
158,2000,130,10,5000,1,28.79
159,2000,90,4,3500,1,29.75
160,2000,70,0,1000,1,24.0
161,3000,189,16,3800,1,36.36
162,2000,140,20,2000,1,42.98
163,4000,176,0,8000,1,42.0
164,1000,55,0,2000,1,27.33
165,1000,99,0,7000,1,29.75
166,500,32,3,2000,-1,20.0
167,1000,60,0,4000,1,26.45
168,600,30,0,1400,1,19.83
169,1500,150,15,12000,1,49.59
170,3000,240,15,1500,1,75.09
171,1000,100,0,1000,1,19.83
172,3500,247,120,3500,-1,132.23
173,5000,285,25,1500,1,71.17
174,3000,130,0,3000,2,66.12
175,500,40,0,2500,1,16.53
176,2000,130,0,2000,1,29.75
177,3500,200,10,15000,1,19.83
178,3000,135,2,15000,1,66.12
180,1000,75,15,11000,1,33.06
181,5000,170,0,19000,1,115.7
182,700,80,0,3000,1,16.53
183,1000,70,5,7000,1,39.25
184,8000,400,0,4000,1,138.84
186,2000,180,0,4000,2,72.73
187,4000,270,5,10000,1,56.2
188,3000,150,5,4000,-1,82.64
190,4000,320,10,1200,2,92.6
191,4000,350,0,0,1,82.6
192,1500,130,5,0,1,21.5
194,2000,100,10,0,1,19.8
195,1000,80,2,2300,1,16.53
196,5000,300,0,12000,1,109.09
197,1000,79,0,3000,1,16.53
198,1000,65,0,2500,1,39.67
199,3000,120,40,8000,1,23.14
200,1000,65,3,15000,1,46.28
201,1000,60,0,3500,1,26.45
202,2000,120,45,2500,1,43.0
203,2000,160,10,3000,1,23.14
204,2000,165,0,7500,1,101.88
205,2000,160,10,3500,1,39.7
206,2000,165,15,5000,1,33.06
207,3000,220,5,6000,1,49.59
208,4000,270,15,9000,1,66.12
209,2000,190,13,0,1,49.6
210,3000,200,0,3000,2,115.7
211,2000,100,0,3000,1,42.98
212,2000,150,0,8000,1,42.98
213,300,35,0,4000,1,6.61
214,5000,350,40,0,1,117.0
215,2000,105,0,600,1,29.75
216,2000,110,0,3500,1,26.45
217,2000,190,3,10000,1,26.45
218,5000,350,10,1000,1,109.09
219,6000,255,50,3000,1,39.67
220,1000,100,7,5000,-1,95.87
223,5000,300,0,0,1,75.61
224,3000,130,0,2500,1,49.59
225,1000,70,3,7000,1,29.75
226,1000,70,3,8000,1,29.75
227,1000,80,0,3000,1,23.14
228,5000,350,15,7000,1,89.26
229,3000,222,10,3500,1,76.03
230,2000,120,8,3000,1,72.73
232,2000,180,10,500,1,33.06
233,3000,180,3,9000,-1,99.17
235,1000,60,0,3500,1,33.06
236,1000,80,0,2300,1,19.83
237,6000,230,20,1500,1,52.56
239,5000,270,55,7000,1,49.59
240,3000,250,10,12000,1,33.06
241,1000,77,5,2000,1,23.14
242,4000,250,10,2000,1,62.81
244,1500,150,5,2000,1,49.59
245,3000,280,14,0,1,37.0
246,1500,80,3,2000,-1,62.0
247,2000,126,0,6000,1,26.45
248,1000,100,0,5000,-1,109.09
249,3500,200,0,11000,1,46.28
250,6000,230,2,2000,1,33.6
251,1500,120,15,2500,1,39.67
252,3000,300,30,7000,1,42.98
253,3000,180,5,7000,1,76.03
254,5000,350,10,1500,1,125.02
256,5000,350,40,2000,1,36.36
257,5000,250,5,7000,1,26.45
259,1000,85,0,3000,1,37.0
260,1000,80,3,3000,1,27.0
261,2000,75,0,500,1,16.7
263,1500,150,0,14000,2,429.75
264,3150,230,23,5000,1,26.4
265,2000,100,0,1500,1,49.59
266,1000,121,0,12000,1,23.14
267,2000,180,3,15000,1,23.14
268,1000,75,4,2500,1,33.06
270,1000,150,0,9000,-1,99.17
271,8000,500,15,3800,1,79.34
272,2000,120,25,3000,1,23.14
273,3000,220,10,3500,2,66.12
274,1500,135,10,4500,1,52.89
275,4000,300,12,8000,1,49.59
276,1000,93,0,5000,1,49.59
277,500,70,1,3000,1,33.06
278,2000,150,0,1300,1,46.3
279,4000,230,5,3000,1,39.7
280,500,50,2,8000,1,33.06
281,1000,65,9,0,1,23.0
282,2000,100,0,1000,1,24.8
283,4000,300,0,2500,1,113.34
284,800,50,0,5000,1,29.75
285,2000,150,9,4000,1,42.98
286,4000,175,40,7500,1,26.45
287,2000,150,8,7000,1,19.83
288,3000,200,20,6500,1,36.36
289,3000,200,1,10000,1,33.06
290,700,60,0,4500,1,16.53
291,3000,220,40,7500,1,36.36
293,2000,200,5,8000,1,82.64
294,1000,100,15,10000,1,38.65
295,1500,150,15,5000,-1,145.05
296,3000,255,5,0,1,19.84
297,2000,160,4,3000,1,33.06
298,5000,500,60,3000,1,176.26
299,3000,140,13,16000,1,26.45
300,2000,180,35,4000,-1,33.06
301,3000,210,20,1500,1,33.1
302,2000,200,0,5000,1,82.64
303,4000,170,5,5500,1,40.0
304,2800,190,40,12000,1,39.67
305,500,50,10,3000,1,9.92
306,5000,300,20,5000,1,36.36
307,2000,132,0,11500,1,60.79
308,3000,190,80,6500,1,66.12
309,2000,60,0,4000,1,33.06
311,5000,350,0,19000,1,42.98
312,2500,75,0,2500,1,16.53
313,1000,60,0,7000,1,23.14
314,1000,50,0,1500,1,33.06
315,4000,170,0,4000,1,132.23
316,4000,140,0,8000,1,56.2
317,3500,268,11,6500,1,82.64
319,2000,80,0,2000,1,26.4
320,2000,50,1,2500,1,19.83
321,2000,200,0,6000,1,82.41
322,3000,180,10,3500,1,33.06
323,1000,60,0,4000,1,16.53
324,3000,240,15,1500,1,75.0
326,3000,250,5,5000,1,72.73
327,2000,180,4,5000,1,56.2
328,5000,210,10,500,1,75.78
329,1200,95,4,1000,1,19.83
330,5000,200,45,10000,1,49.59
331,2000,170,5,0,2,56.2
332,5000,250,10,7000,1,84.0
333,3000,150,15,11000,1,39.67
334,3000,170,0,14000,1,42.0
335,2000,170,17,10000,1,46.28
336,600,50,0,2700,1,19.83
337,5000,250,3,1500,1,49.59
339,3000,240,0,3000,1,33.06
340,800,55,0,5000,1,33.06
342,2000,100,0,4400,-1,52.89
343,3000,190,0,10000,1,33.06
344,4000,180,15,3000,1,30.74
345,1000,75,1,1300,1,40.0
346,500,45,10,5000,1,26.45
347,5000,480,35,0,1,82.0
348,5000,300,20,0,1,46.98
349,2000,150,5,1500,2,73.12
350,2000,200,16,1,1,39.9
353,1000,70,0,5000,1,36.36
354,1500,80,0,1500,1,33.06
